age,workclass,education,marital-status,occupation,relationship,gender,hours-per-week,capital-gain,capital-loss,income
51,Private,Bachelors,Married,Service,Married/Partnered,Male,40,0,0,1
63,Unknown,Some College,Married,Unknown,Married/Partnered,Male,30,0,0,1
62,Private,Middle/High School,Single,Blue collar,Single/Independent,Male,40,0,0,0
64,Private,Primary,Married,Blue collar,Married/Partnered,Male,40,0,0,0
28,Private,Some College,Single,White collar,Child,Male,55,0,0,0
33,Government,HS Graduate,Married,Service,Married/Partnered,Male,56,0,0,0
36,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,40,0,0,0
67,Private,Postgraduate,Previously married,White collar,Single/Independent,Male,40,0,0,0
26,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,35,0,0,0
35,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,50,0,0,0
63,Private,Primary,Married,Service,Married/Partnered,Male,25,0,0,0
41,Private,Middle/High School,Single,Blue collar,Single/Independent,Male,40,0,0,0
30,Private,Some College,Single,White collar,Single/Independent,Female,44,0,0,0
27,Private,Middle/High School,Single,Blue collar,Single/Independent,Male,40,0,0,0
33,Private,HS Graduate,Single,Blue collar,Single/Independent,Male,40,0,0,0
35,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,0
39,Private,Some College,Married,Blue collar,Married/Partnered,Male,43,0,0,1
53,Private,HS Graduate,Married,Service,Married/Partnered,Male,40,0,0,0
45,Private,Some College,Previously married,White collar,Single/Independent,Male,50,0,0,0
42,Private,Postgraduate,Married,White collar,Married/Partnered,Male,40,0,0,1
67,Private,Bachelors,Married,White collar,Married/Partnered,Male,50,0,0,1
52,Government,Postgraduate,Married,White collar,Married/Partnered,Male,40,0,0,1
21,Government,Middle/High School,Single,Service,Child,Male,25,0,0,0
33,Private,Middle/High School,Single,Blue collar,Single/Independent,Male,40,0,0,0
32,Private,Middle/High School,Previously married,Blue collar,Single/Independent,Female,40,0,0,0
43,Private,Some College,Married,White collar,Married/Partnered,Male,35,0,0,0
28,Government,Postgraduate,Married,White collar,Married/Partnered,Male,40,0,0,0
30,Private,Middle/High School,Single,Service,Single/Independent,Female,30,0,0,0
44,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,1
23,Private,Some College,Single,Blue collar,Single/Independent,Male,40,0,0,0
42,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Male,50,0,0,0
39,Private,Primary,Married,Blue collar,Married/Partnered,Male,50,0,0,0
44,Private,Bachelors,Previously married,White collar,Single/Independent,Male,40,0,0,1
52,Government,Postgraduate,Single,White collar,Single/Independent,Female,50,0,0,0
44,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Male,45,0,0,0
23,Private,Bachelors,Single,White collar,Single/Independent,Female,40,0,0,0
52,Government,Bachelors,Married,White collar,Married/Partnered,Male,40,0,0,1
58,Private,HS Graduate,Married,White collar,Married/Partnered,Male,40,0,0,0
31,Private,Some College,Married,White collar,Married/Partnered,Female,38,0,0,1
26,Private,Some College,Previously married,White collar,Single/Independent,Male,40,0,0,0
21,Private,Middle/High School,Single,Blue collar,Child,Male,40,0,0,0
48,Private,Some College,Previously married,White collar,Single/Independent,Male,40,0,0,1
21,Private,HS Graduate,Single,Service,Child,Male,36,0,0,0
21,Private,Some College,Single,White collar,Single/Independent,Female,50,0,0,0
38,Private,Some College,Single,White collar,Single/Independent,Female,45,0,0,0
37,Private,HS Graduate,Married,White collar,Married/Partnered,Male,42,0,0,0
64,Private,Bachelors,Previously married,White collar,Single/Independent,Female,40,0,0,0
56,Private,Some College,Married,White collar,Married/Partnered,Female,50,0,0,0
53,Government,Some College,Married,White collar,Married/Partnered,Male,40,0,0,1
37,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Male,38,0,0,0
60,Government,HS Graduate,Previously married,White collar,Single/Independent,Male,40,0,0,0
35,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,45,0,0,1
44,Private,Postgraduate,Married,White collar,Married/Partnered,Male,50,0,0,1
46,Private,HS Graduate,Previously married,White collar,Single/Independent,Male,40,0,0,0
29,Private,Middle/High School,Married,Blue collar,Other family,Male,40,0,0,0
33,Government,Some College,Previously married,Service,Child,Female,35,0,0,0
24,Private,HS Graduate,Single,Blue collar,Single/Independent,Male,45,0,0,0
37,Government,HS Graduate,Single,White collar,Single/Independent,Male,40,0,0,1
59,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,1
38,Government,Postgraduate,Single,White collar,Single/Independent,Female,55,0,0,0
47,Private,Some College,Married,Blue collar,Married/Partnered,Male,40,0,0,0
42,Private,Middle/High School,Single,Blue collar,Single/Independent,Male,40,0,0,0
36,Private,Bachelors,Single,White collar,Single/Independent,Male,50,0,0,0
29,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Male,50,0,0,0
46,Private,Bachelors,Previously married,White collar,Other family,Male,40,0,0,0
59,Government,HS Graduate,Married,White collar,Married/Partnered,Male,40,0,0,1
27,Private,Some College,Single,Blue collar,Single/Independent,Male,40,0,0,0
44,Private,Some College,Previously married,Blue collar,Other family,Male,40,0,0,0
34,Private,HS Graduate,Previously married,Blue collar,Child,Male,40,0,0,0
58,Private,Some College,Married,White collar,Married/Partnered,Male,45,0,0,0
36,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,1
29,Unknown,HS Graduate,Single,Unknown,Single/Independent,Male,32,0,0,0
42,Government,HS Graduate,Previously married,Service,Single/Independent,Female,40,0,0,0
25,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,1
55,Private,Primary,Single,Blue collar,Single/Independent,Male,40,0,0,0
33,Private,HS Graduate,Single,Blue collar,Single/Independent,Male,40,0,0,0
65,Government,HS Graduate,Previously married,White collar,Single/Independent,Female,40,0,0,0
22,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,50,0,0,0
40,Private,Some College,Married,Blue collar,Married/Partnered,Male,40,0,0,0
51,Private,Some College,Single,White collar,Single/Independent,Female,40,0,0,0
63,Government,Bachelors,Previously married,White collar,Single/Independent,Female,35,0,0,0
45,Government,Some College,Previously married,White collar,Single/Independent,Male,47,0,0,0
28,Government,HS Graduate,Single,White collar,Single/Independent,Female,40,0,0,0
24,Private,Some College,Single,Blue collar,Single/Independent,Male,40,0,0,0
70,Private,Bachelors,Previously married,White collar,Single/Independent,Male,30,0,0,0
46,Private,Postgraduate,Married,White collar,Married/Partnered,Male,40,0,0,1
51,Government,Middle/High School,Previously married,Service,Single/Independent,Female,45,0,0,0
58,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,40,0,0,0
26,Private,Bachelors,Single,White collar,Single/Independent,Male,37,0,0,0
40,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,40,0,0,0
45,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,50,0,0,0
55,Private,Bachelors,Married,White collar,Married/Partnered,Male,50,0,0,0
38,Private,Middle/High School,Previously married,Blue collar,Single/Independent,Male,40,0,0,0
26,Unknown,HS Graduate,Single,Unknown,Single/Independent,Female,40,0,0,0
66,Private,Bachelors,Previously married,White collar,Single/Independent,Female,40,0,0,0
34,Private,Bachelors,Single,White collar,Single/Independent,Female,50,0,0,0
35,Private,Middle/High School,Previously married,Blue collar,Single/Independent,Male,40,0,0,0
34,Private,Bachelors,Married,White collar,Married/Partnered,Male,48,0,0,1
66,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Male,40,0,0,0
42,Private,Bachelors,Married,White collar,Married/Partnered,Male,45,0,0,1
33,Private,Middle/High School,Single,Service,Single/Independent,Male,40,0,0,0
50,Private,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
46,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,46,0,0,0
38,Private,Bachelors,Married,White collar,Married/Partnered,Male,45,0,0,1
45,Private,Some College,Married,White collar,Married/Partnered,Male,35,0,0,0
30,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,45,0,0,0
56,Private,Postgraduate,Married,White collar,Married/Partnered,Male,50,0,0,1
34,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,50,0,0,0
58,Government,Some College,Previously married,White collar,Other family,Female,25,0,0,0
62,Private,Bachelors,Married,White collar,Married/Partnered,Male,40,0,0,0
49,Private,HS Graduate,Previously married,White collar,Single/Independent,Male,40,0,0,0
36,Private,Some College,Married,Blue collar,Married/Partnered,Male,45,0,0,0
49,Private,Middle/High School,Previously married,Blue collar,Single/Independent,Female,40,0,0,0
20,Private,HS Graduate,Single,White collar,Single/Independent,Male,45,0,0,0
36,Private,Some College,Single,Blue collar,Single/Independent,Male,50,0,0,0
55,Government,HS Graduate,Previously married,White collar,Single/Independent,Female,40,0,0,0
39,Private,Bachelors,Married,White collar,Married/Partnered,Male,45,0,0,1
40,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Male,40,0,0,0
18,Private,Middle/High School,Single,White collar,Child,Male,40,0,0,0
49,Private,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
26,Private,Some College,Single,White collar,Other family,Female,35,0,0,0
57,Private,Some College,Previously married,White collar,Other family,Female,40,0,0,0
35,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Male,40,0,0,0
21,Private,Middle/High School,Single,Blue collar,Single/Independent,Male,50,0,0,0
32,Private,Bachelors,Previously married,White collar,Single/Independent,Male,40,0,0,0
59,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,40,0,0,0
35,Government,Bachelors,Married,White collar,Married/Partnered,Female,40,0,0,1
24,Private,HS Graduate,Single,Service,Single/Independent,Male,40,0,0,0
67,Private,Bachelors,Previously married,White collar,Single/Independent,Male,30,0,0,0
44,Government,Some College,Married,Blue collar,Married/Partnered,Male,40,0,0,0
46,Government,Bachelors,Previously married,Blue collar,Single/Independent,Male,40,0,0,0
66,Private,HS Graduate,Married,Service,Married/Partnered,Male,34,0,0,0
21,Private,HS Graduate,Married,White collar,Married/Partnered,Female,38,0,0,0
25,Private,Middle/High School,Married,White collar,Child,Male,35,0,0,0
31,Private,Primary,Single,Blue collar,Other family,Male,40,0,0,0
51,Government,Postgraduate,Married,White collar,Married/Partnered,Male,40,0,0,1
33,Private,Postgraduate,Married,White collar,Married/Partnered,Male,45,0,0,1
31,Government,Some College,Single,White collar,Child,Female,40,0,0,0
49,Private,HS Graduate,Married,White collar,Married/Partnered,Male,35,0,0,0
59,Private,HS Graduate,Single,Blue collar,Other family,Female,35,0,0,0
76,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,28,0,0,0
32,Private,Postgraduate,Previously married,White collar,Single/Independent,Male,40,0,0,1
47,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,35,0,0,0
36,Government,HS Graduate,Single,Service,Other family,Female,40,0,0,0
44,Private,Bachelors,Married,White collar,Married/Partnered,Female,45,0,0,1
32,Private,HS Graduate,Single,Blue collar,Single/Independent,Male,40,0,0,0
56,Private,HS Graduate,Previously married,Service,Single/Independent,Female,40,0,0,0
38,Private,Some College,Married,White collar,Married/Partnered,Male,56,0,0,1
74,Private,HS Graduate,Previously married,Service,Single/Independent,Female,28,0,0,0
22,Unknown,HS Graduate,Single,Unknown,Single/Independent,Female,40,0,0,0
32,Private,HS Graduate,Married,Service,Other family,Male,40,0,0,0
31,Private,Middle/High School,Married,White collar,Married/Partnered,Male,55,0,0,0
46,Private,Bachelors,Previously married,White collar,Single/Independent,Male,40,0,0,1
27,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,40,0,0,0
45,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,45,0,0,0
36,Government,Bachelors,Single,White collar,Single/Independent,Female,40,0,0,0
47,Private,Postgraduate,Previously married,White collar,Single/Independent,Female,40,0,0,1
43,Private,Some College,Single,Blue collar,Single/Independent,Male,40,0,0,0
38,Private,Bachelors,Single,White collar,Single/Independent,Male,30,0,0,0
45,Private,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
32,Private,Primary,Married,Blue collar,Married/Partnered,Male,48,0,0,0
38,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,50,0,0,1
36,Private,Postgraduate,Married,White collar,Married/Partnered,Male,55,0,0,1
42,Private,Postgraduate,Married,White collar,Married/Partnered,Male,40,0,0,1
24,Private,HS Graduate,Single,Blue collar,Single/Independent,Male,40,0,0,0
50,Private,Postgraduate,Married,White collar,Married/Partnered,Female,38,0,0,0
36,Private,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,1
31,Private,Some College,Previously married,Blue collar,Single/Independent,Female,55,0,0,1
33,Private,Some College,Married,Blue collar,Married/Partnered,Female,40,0,0,0
26,Private,Some College,Single,White collar,Child,Female,40,0,0,0
46,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,0
22,Private,HS Graduate,Single,Service,Child,Female,40,0,0,0
23,Private,Some College,Single,White collar,Child,Male,25,0,0,0
36,Private,Bachelors,Married,Service,Married/Partnered,Male,40,0,0,1
47,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,0
29,Private,Postgraduate,Single,White collar,Single/Independent,Male,45,0,0,0
39,Private,Postgraduate,Previously married,White collar,Single/Independent,Male,45,0,0,1
33,Private,Some College,Previously married,White collar,Single/Independent,Male,25,0,0,0
30,Private,Some College,Married,White collar,Married/Partnered,Female,52,0,0,0
28,Private,Some College,Previously married,Blue collar,Single/Independent,Male,40,0,0,0
29,Private,Bachelors,Married,White collar,Married/Partnered,Male,40,0,0,1
28,Private,Some College,Single,Blue collar,Single/Independent,Female,40,0,0,0
23,Private,Some College,Single,Blue collar,Child,Male,30,0,0,0
45,Private,Middle/High School,Married,White collar,Married/Partnered,Male,40,0,0,0
48,Government,Postgraduate,Previously married,White collar,Single/Independent,Female,44,0,0,0
63,Private,Some College,Married,White collar,Married/Partnered,Male,35,0,0,1
42,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,40,0,0,0
33,Private,Bachelors,Married,White collar,Married/Partnered,Male,50,0,0,1
30,Private,HS Graduate,Single,White collar,Child,Male,40,0,0,0
24,Private,Some College,Married,Blue collar,Married/Partnered,Female,40,0,0,0
34,Private,Middle/High School,Single,Blue collar,Single/Independent,Female,30,0,0,0
27,Private,Bachelors,Single,White collar,Child,Female,40,0,0,0
44,Government,Bachelors,Married,Service,Married/Partnered,Male,56,0,0,0
27,Private,Some College,Single,White collar,Single/Independent,Female,50,0,0,0
28,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,35,0,0,0
56,Private,HS Graduate,Single,Blue collar,Single/Independent,Male,40,0,0,0
43,Private,Some College,Previously married,White collar,Single/Independent,Male,55,0,0,0
56,Private,HS Graduate,Previously married,White collar,Other family,Female,40,0,0,0
52,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,55,0,0,0
50,Private,Some College,Married,Blue collar,Married/Partnered,Male,40,0,0,1
23,Private,Some College,Single,White collar,Single/Independent,Male,50,0,0,0
27,Unknown,Bachelors,Married,Unknown,Married/Partnered,Male,30,0,0,0
28,Private,Bachelors,Previously married,White collar,Single/Independent,Female,40,0,0,0
32,Private,HS Graduate,Single,Service,Single/Independent,Male,48,0,0,0
34,Government,Some College,Married,Blue collar,Married/Partnered,Male,40,0,0,0
23,Government,HS Graduate,Married,Service,Married/Partnered,Male,38,0,0,0
49,Private,Middle/High School,Previously married,Blue collar,Single/Independent,Female,32,0,0,0
39,Private,Bachelors,Previously married,White collar,Single/Independent,Male,40,0,0,1
30,Private,HS Graduate,Previously married,Service,Single/Independent,Female,40,0,0,0
25,Private,Bachelors,Single,White collar,Single/Independent,Male,30,0,0,0
76,Unknown,Bachelors,Previously married,Unknown,Other family,Male,32,0,0,0
62,Private,Middle/High School,Married,Service,Married/Partnered,Male,40,0,0,0
50,Private,Some College,Married,White collar,Married/Partnered,Male,46,0,0,1
27,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,39,0,0,0
35,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,30,0,0,0
23,Private,Primary,Married,Blue collar,Married/Partnered,Female,40,0,0,0
48,Private,Postgraduate,Single,White collar,Single/Independent,Male,50,0,0,0
40,Private,Postgraduate,Married,Service,Married/Partnered,Male,40,0,0,0
52,Private,Some College,Single,Blue collar,Single/Independent,Male,30,0,0,0
44,Private,Postgraduate,Previously married,White collar,Single/Independent,Male,40,0,0,0
23,Government,Some College,Single,Service,Single/Independent,Male,30,0,0,0
39,Private,HS Graduate,Single,White collar,Single/Independent,Female,40,0,0,0
22,Government,Bachelors,Single,White collar,Child,Female,35,0,0,0
51,Government,Some College,Single,White collar,Single/Independent,Male,40,0,0,0
34,Government,HS Graduate,Single,Service,Child,Female,40,0,0,0
70,Private,Bachelors,Married,White collar,Married/Partnered,Male,40,0,0,0
27,Private,Some College,Single,White collar,Single/Independent,Female,35,0,0,0
52,Government,Some College,Married,White collar,Married/Partnered,Male,45,0,0,0
25,Private,HS Graduate,Single,White collar,Single/Independent,Male,45,0,0,0
33,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,40,0,0,0
51,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,50,0,0,0
61,Private,Bachelors,Previously married,White collar,Single/Independent,Female,30,0,0,0
41,Government,Some College,Married,Service,Married/Partnered,Male,40,0,0,0
24,Government,HS Graduate,Married,White collar,Married/Partnered,Female,40,0,0,0
29,Private,Some College,Previously married,White collar,Single/Independent,Female,35,0,0,0
24,Unknown,HS Graduate,Single,Unknown,Single/Independent,Female,25,0,0,0
60,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,40,0,0,0
28,Private,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
26,Government,Middle/High School,Married,Service,Other family,Male,50,0,0,0
52,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Male,40,0,0,0
26,Private,Bachelors,Single,White collar,Child,Male,30,0,0,0
48,Private,Some College,Previously married,White collar,Single/Independent,Male,40,0,0,1
47,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,35,0,0,0
22,Private,Middle/High School,Previously married,Service,Single/Independent,Female,40,0,0,0
35,Private,Some College,Previously married,Blue collar,Single/Independent,Female,40,0,0,0
34,Government,Some College,Married,Service,Married/Partnered,Male,40,0,0,0
39,Private,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,1
38,Private,Some College,Married,Blue collar,Married/Partnered,Male,40,0,0,0
23,Private,Bachelors,Single,White collar,Child,Female,40,0,0,0
48,Private,Bachelors,Previously married,White collar,Single/Independent,Female,45,0,0,0
62,Private,Postgraduate,Married,White collar,Married/Partnered,Male,40,0,0,1
24,Private,Some College,Married,Blue collar,Married/Partnered,Male,50,0,0,0
23,Unknown,Bachelors,Single,Unknown,Single/Independent,Male,50,0,0,0
59,Private,Bachelors,Previously married,White collar,Single/Independent,Male,45,0,0,0
55,Private,HS Graduate,Single,Service,Single/Independent,Female,40,0,0,0
48,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,40,0,0,0
46,Government,HS Graduate,Single,Service,Single/Independent,Female,40,0,0,0
34,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,35,0,0,0
32,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,50,0,0,0
26,Private,HS Graduate,Married,White collar,Married/Partnered,Male,30,0,0,0
39,Private,Middle/High School,Single,Blue collar,Single/Independent,Male,40,0,0,0
51,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,40,0,0,0
43,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,0
30,Private,Bachelors,Previously married,White collar,Single/Independent,Male,40,0,0,0
40,Private,HS Graduate,Married,White collar,Child,Female,30,0,0,0
57,Government,HS Graduate,Married,White collar,Married/Partnered,Male,40,0,0,1
21,Private,Some College,Single,White collar,Child,Female,40,0,0,0
27,Private,Some College,Single,White collar,Single/Independent,Female,30,0,0,0
31,Private,HS Graduate,Single,White collar,Single/Independent,Female,40,0,0,0
23,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,50,0,0,0
42,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Male,43,0,0,1
41,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,50,0,0,0
28,Private,Some College,Single,White collar,Child,Female,42,0,0,0
49,Private,Some College,Married,White collar,Child,Female,38,0,0,0
28,Private,Some College,Married,White collar,Married/Partnered,Male,50,0,0,0
30,Government,Bachelors,Married,White collar,Married/Partnered,Male,37,0,0,1
43,Private,HS Graduate,Single,Blue collar,Other family,Male,40,0,0,0
36,Private,Bachelors,Previously married,White collar,Single/Independent,Male,40,0,0,0
34,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Female,40,0,0,0
25,Private,Middle/High School,Single,White collar,Single/Independent,Female,40,0,0,0
57,Government,HS Graduate,Married,Blue collar,Married/Partnered,Male,40,0,0,0
30,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Male,40,0,0,0
31,Private,Bachelors,Single,Blue collar,Single/Independent,Male,40,0,0,0
42,Private,Bachelors,Married,White collar,Married/Partnered,Male,40,0,0,0
44,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,1
39,Government,Some College,Married,White collar,Married/Partnered,Male,40,0,0,0
24,Private,HS Graduate,Single,White collar,Single/Independent,Male,50,0,0,0
47,Private,Some College,Previously married,Blue collar,Single/Independent,Female,40,0,0,0
39,Government,Postgraduate,Married,White collar,Married/Partnered,Male,48,0,0,0
24,Private,HS Graduate,Single,Blue collar,Child,Male,40,0,0,0
20,Private,Some College,Single,Service,Single/Independent,Female,40,0,0,0
25,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,40,0,0,1
39,Government,Bachelors,Single,White collar,Single/Independent,Female,44,0,0,1
44,Private,Postgraduate,Married,Blue collar,Married/Partnered,Male,40,0,0,0
24,Private,Middle/High School,Single,Blue collar,Single/Independent,Male,40,0,0,0
53,Private,HS Graduate,Married,White collar,Married/Partnered,Male,40,0,0,1
45,Government,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
64,Private,Postgraduate,Married,Blue collar,Married/Partnered,Male,40,0,0,0
55,Government,Some College,Previously married,White collar,Single/Independent,Female,55,0,0,1
25,Private,Some College,Single,White collar,Single/Independent,Female,40,0,0,0
38,Private,Some College,Married,White collar,Married/Partnered,Female,35,0,0,1
33,Unknown,HS Graduate,Previously married,Unknown,Single/Independent,Male,48,0,0,0
52,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,40,0,0,0
22,Private,HS Graduate,Single,Blue collar,Single/Independent,Male,30,0,0,0
65,Private,Postgraduate,Married,White collar,Married/Partnered,Male,39,0,0,1
28,Private,Bachelors,Single,White collar,Child,Male,40,0,0,0
32,Private,Bachelors,Married,White collar,Married/Partnered,Male,50,0,0,1
53,Private,Bachelors,Married,Blue collar,Married/Partnered,Male,35,0,0,0
32,Private,Middle/High School,Single,Blue collar,Single/Independent,Female,50,0,0,0
49,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,40,0,0,0
34,Government,Bachelors,Married,White collar,Married/Partnered,Female,50,0,0,0
39,Private,HS Graduate,Married,Service,Married/Partnered,Female,40,0,0,0
43,Private,Some College,Previously married,Blue collar,Single/Independent,Female,40,0,0,0
35,Private,Some College,Single,White collar,Child,Male,40,0,0,0
41,Private,Postgraduate,Married,White collar,Married/Partnered,Male,40,0,0,1
35,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Female,40,0,0,0
18,Private,HS Graduate,Single,White collar,Child,Male,40,0,0,0
27,Private,HS Graduate,Previously married,Service,Single/Independent,Female,40,0,0,0
20,Private,Middle/High School,Single,Blue collar,Single/Independent,Male,40,0,0,0
57,Private,Middle/High School,Previously married,Service,Single/Independent,Female,40,0,0,0
38,Private,Postgraduate,Married,White collar,Married/Partnered,Male,40,0,0,0
20,Private,Middle/High School,Single,Blue collar,Single/Independent,Female,40,0,0,0
48,Private,Bachelors,Married,White collar,Married/Partnered,Male,40,0,0,1
55,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,40,0,0,0
29,Private,HS Graduate,Single,Blue collar,Child,Male,26,0,0,0
48,Private,Bachelors,Single,White collar,Child,Male,40,0,0,0
54,Private,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
40,Private,Some College,Married,White collar,Married/Partnered,Male,50,0,0,0
25,Private,HS Graduate,Single,Blue collar,Child,Female,50,0,0,0
48,Private,Bachelors,Previously married,White collar,Single/Independent,Male,50,0,0,0
53,Government,HS Graduate,Married,Blue collar,Married/Partnered,Male,40,0,0,0
45,Private,Some College,Previously married,Blue collar,Single/Independent,Male,40,0,0,0
54,Private,Postgraduate,Single,White collar,Single/Independent,Male,40,0,0,1
30,Private,Some College,Single,Blue collar,Child,Female,40,0,0,0
37,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,40,0,0,0
55,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,40,0,0,0
21,Private,HS Graduate,Married,Blue collar,Other family,Male,40,0,0,0
25,Private,Some College,Single,Blue collar,Single/Independent,Male,40,0,0,0
41,Government,Postgraduate,Married,White collar,Married/Partnered,Male,40,0,0,1
53,Private,HS Graduate,Married,White collar,Married/Partnered,Male,50,0,0,0
26,Private,HS Graduate,Single,White collar,Child,Female,40,0,0,0
29,Private,HS Graduate,Single,Blue collar,Child,Male,40,0,0,0
28,Private,Bachelors,Married,White collar,Married/Partnered,Male,40,0,0,0
20,Private,Middle/High School,Single,Blue collar,Child,Male,40,0,0,0
51,Private,Some College,Single,White collar,Child,Female,40,0,0,0
30,Private,Postgraduate,Single,White collar,Single/Independent,Female,40,0,0,0
50,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,55,0,0,0
30,Government,HS Graduate,Married,White collar,Married/Partnered,Male,40,0,0,0
34,Private,Bachelors,Previously married,White collar,Single/Independent,Female,39,0,0,0
55,Private,Postgraduate,Married,White collar,Married/Partnered,Male,52,0,0,1
45,Private,Some College,Previously married,White collar,Single/Independent,Female,50,0,0,0
33,Private,HS Graduate,Married,White collar,Married/Partnered,Male,55,0,0,1
33,Private,Bachelors,Married,White collar,Married/Partnered,Male,50,0,0,0
38,Private,Some College,Married,Blue collar,Married/Partnered,Male,48,0,0,1
31,Government,HS Graduate,Married,White collar,Married/Partnered,Male,45,0,0,1
24,Unknown,Bachelors,Single,Unknown,Other family,Female,40,0,0,0
32,Private,Bachelors,Married,White collar,Married/Partnered,Male,45,0,0,1
41,Private,Bachelors,Married,White collar,Married/Partnered,Male,50,0,0,0
45,Government,Some College,Married,Service,Married/Partnered,Male,40,0,0,0
71,Private,Some College,Previously married,Service,Single/Independent,Female,28,0,0,0
63,Government,HS Graduate,Previously married,White collar,Single/Independent,Female,27,0,0,0
45,Government,HS Graduate,Previously married,White collar,Single/Independent,Female,40,0,0,0
47,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,52,0,0,0
50,Private,Postgraduate,Previously married,White collar,Single/Independent,Female,25,0,0,0
25,Government,Bachelors,Single,White collar,Child,Male,45,0,0,0
32,Private,HS Graduate,Single,Blue collar,Single/Independent,Female,40,0,0,0
40,Private,Postgraduate,Married,White collar,Married/Partnered,Male,40,0,0,1
50,Private,Middle/High School,Previously married,White collar,Single/Independent,Female,40,0,0,0
54,Private,Some College,Previously married,Service,Single/Independent,Female,40,0,0,0
34,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,50,0,0,1
42,Private,Middle/High School,Previously married,Blue collar,Single/Independent,Female,46,0,0,0
27,Unknown,HS Graduate,Single,Unknown,Child,Male,40,0,0,0
47,Private,Postgraduate,Married,White collar,Married/Partnered,Male,55,0,0,1
21,Unknown,Some College,Married,Unknown,Child,Female,35,0,0,0
25,Private,Some College,Single,White collar,Child,Female,40,0,0,0
30,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,40,0,0,0
47,Government,Bachelors,Married,Service,Married/Partnered,Male,45,0,0,1
